,code_circo,estimation,participation,candidat_1,candidat_1_parti,candidat_1_score,candidat_2,candidat_2_parti,candidat_2_score,candidat_3,candidat_3_parti,candidat_3_score,second_tour,NFP_vs_RN,diff_vote,swing_circo
0,001-01,False,71.2,Christophe MAÎTRE / EXD / Rassemblement national,EXD,39.37,Xavier BRETON / LR / Les Républicains,LR,23.96,Sébastien GUERAUD / NFP / Parti socialiste,NFP,23.45,True,False,15.409999999999997,
1,001-02,False,72.09,Andréa KOTARAC / EXD / Rassemblement national,EXD,39.2,Romain DAUBIÉ / ENS / Modem,ENS,24.21,Maxime MEYER / NFP / Les Écologistes,NFP,23.61,True,False,14.990000000000002,
2,001-03,False,65.33,Olga GIVERNET / ENS / Renaissance,ENS,32.43,Karine DUBARRY / EXD / Rassemblement national,EXD,32.11,Christian JOLIE / NFP / La France insoumise,NFP,25.12,True,False,0.3200000000000003,<0.5
3,001-04,False,70.31,Jérôme BUISSON / EXD / Rassemblement national,EXD,46.01,Christophe COQUELET / ENS / Horizons,ENS,21.87,Charline LIOTIER / NFP / Les Écologistes,NFP,19.96,True,False,24.139999999999997,
4,001-05,False,68.0,Marc CHAVENT / EXD / À droite ! Les amis d’Éric Ciotti,EXD,39.12,Florence PISANI / NFP / La France insoumise,NFP,24.34,,,,True,True,14.779999999999998,
5,002-01,False,65.35,Nicolas DRAGON / EXD / Rassemblement national,EXD,54.49,,,,,,,False,False,,
6,002-02,False,63.82,Philippe TORRE / EXD / Rassemblement national,EXD,47.06,Julien DIVE / LR / Du courage !,LR,35.66,,,,True,False,11.400000000000006,
7,002-03,False,64.16,Eddy CASTERMAN / EXD / Rassemblement national,EXD,57.64,,,,,,,False,False,,
8,002-04,False,61.41,José BEAURAIN / EXD / Rassemblement national,EXD,55.04,,,,,,,False,False,,
9,002-05,False,65.34,Jocelyn DESSIGNY / EXD / Rassemblement national,EXD,53.07,,,,,,,False,False,,
10,003-01,False,69.18,Anne-Marie THÈS / EXD / Rassemblement national,EXD,38.61,Yannick MONNET / NFP / Parti communiste français,NFP,28.84,,,,True,True,9.77,
11,003-02,False,68.04,Jorys BOVET / EXD / Rassemblement national,EXD,34.33,Louise HERITIER / NFP / La France insoumise,NFP,24.06,Romain LEFEBVRE / LR / Les Républicains,LR,19.67,True,True,10.27,
12,003-03,False,69.08,Nicolas RAY / LR / Les Républicains,LR,40.05,Rémy QUENEY / EXD / Rassemblement national,EXD,37.82,Aline JEUDI / NFP / Parti socialiste,NFP,20.4,True,False,2.229999999999997,<5
13,004-01,False,70.4,Christian GIRARD / EXD / Rassemblement national,EXD,44.3,Felix BLANC / NFP / Les Écologistes,NFP,27.26,Benoit GAUVAN / ENS / Renaissance,ENS,19.35,True,True,17.039999999999996,
14,004-02,False,69.84,Sophie VAGINAY / EXD / À droite ! Les amis d’Éric Ciotti,EXD,40.89,Léo WALTER / NFP / La France insoumise,NFP,32.99,Dominique BLANC / ENS / Parti radical,ENS,22.69,True,True,7.899999999999999,
15,005-01,False,70.8,Jérôme SAINTE-MARIE / EXD / Rassemblement national,EXD,38.24,Marie-José ALLEMAND / NFP / Parti socialiste,NFP,30.47,Pascale BOYER / ENS / Renaissance,ENS,22.58,True,True,7.770000000000003,
16,005-02,False,72.85,Louis ALBRAND / EXD / Rassemblement national,EXD,33.88,Valérie ROSSI / NFP / Parti socialiste,NFP,32.7,Sébastien FINE / ENS / Parti radical,ENS,26.7,True,True,1.1799999999999997,<2
17,006-01,False,63.19,Eric CIOTTI / EXD / À droite ! Les amis d’Éric Ciotti,EXD,41.04,Olivier SALERNO / NFP / La France insoumise,NFP,26.62,Graig MONETTI / ENS / Horizons,ENS,22.79,True,True,14.419999999999998,
18,006-02,False,67.57,Lionel TIVOLI / EXD / Rassemblement national,EXD,48.08,Leïla TONNERRE / NFP / La France insoumise,NFP,19.01,,,,True,True,29.069999999999997,
19,006-03,False,64.34,Bernard CHAIX / EXD / À droite ! Les amis d’Éric Ciotti,EXD,41.47,Laure QUIGNARD / NFP / Parti socialiste,NFP,27.24,Philippe PRADAL / ENS / Horizons,ENS,25.36,True,True,14.23,
20,006-04,False,65.22,Alexandra MASSON / EXD / Rassemblement national,EXD,56.27,,,,,,,False,False,,
21,006-05,False,66.66,Christelle D'INTORNI / EXD / À droite ! Les amis d’Éric Ciotti,EXD,50.35,,,,,,,False,False,,
22,006-06,False,69.46,Bryan MASSON / EXD / Rassemblement national,EXD,50.85,,,,,,,False,False,,
23,006-07,False,69.47,Thierry FERRAND / EXD / Rassemblement national,EXD,36.32,Eric PAUGET / LR / Les Républicains,LR,24.88,,,,True,False,11.440000000000001,
24,006-08,False,64.77,Dorette LANDERER / EXD / Rassemblement national,EXD,42.74,Alexandra MARTIN / LR / Régions et peuples solidaires,LR,28.39,,,,True,False,14.350000000000001,
25,006-09,False,66.88,Franck GALBERT / EXD / Rassemblement national,EXD,42.31,Michèle TABAROT / LR / Les Républicains,LR,33.84,,,,True,False,8.469999999999999,
26,007-01,False,70.34,Céline PORQUET / EXD / Rassemblement national,EXD,39.95,Hervé SAULIGNAC / NFP / Parti socialiste,NFP,38.24,,,,True,True,1.7100000000000009,<2
27,007-02,False,72.48,Vincent TREBUCHET / EXD / À droite ! Les amis d’Éric Ciotti,EXD,35.75,Michèle VICTORY / NFP / Parti socialiste,NFP,24.97,,,,True,True,10.780000000000001,
28,007-03,False,72.43,Cyrille GRANGIER / EXD / Rassemblement national,EXD,31.95,Florence PALLOT / NFP / La France insoumise,NFP,28.31,Fabrice BRUN / Divers droite,,26.48,True,True,3.6400000000000006,<5
29,008-01,False,67.29,Flavien TERMET / EXD / Rassemblement national,EXD,38.33,Lionel VUIBERT / ENS / Renaissance,ENS,26.16,,,,True,False,12.169999999999998,
30,008-02,False,62.32,Pauline MESTER / EXD / Rassemblement national,EXD,40.83,Pierre CORDIER / LR / Les Républicains,LR,30.15,,,,True,False,10.68,
31,008-03,False,65.84,Jean-Luc WARSMANN / Divers droite,,43.56,Isabelle ROGER / EXD / Rassemblement national,EXD,43.38,,,,True,False,0.17999999999999972,<0.5
32,009-01,False,71.11,Martine FROGER / NFP / Parti socialiste,NFP,50.74,,,,,,,False,False,,
33,009-02,False,70.09,Laurent PANIFOUS / NFP / Parti socialiste,NFP,48.25,Michèle ALOZY / EXD / Rassemblement national,EXD,40.41,,,,True,True,7.840000000000003,
34,010-01,False,67.99,Jordan GUITTON / EXD / Rassemblement national,EXD,53.84,,,,,,,False,False,,
35,010-02,False,68.86,Albéric FERRAND / EXD / Rassemblement national,EXD,44.83,Valérie BAZIN-MALGRAS / LR / Les Républicains,LR,27.93,,,,True,False,16.9,
36,010-03,False,65.03,Angélique RANC / EXD / Rassemblement national,EXD,43.33,Olivier GIRARDIN / NFP / Parti socialiste,NFP,24.39,,,,True,True,18.939999999999998,
37,011-01,False,70.01,Christophe BARTHÈS / EXD / Rassemblement national,EXD,49.33,Philippe POUTOU / NFP / La France insoumise,NFP,18.7,,,,True,True,30.63,
38,011-02,False,67.78,Frédéric FALCON / EXD / Rassemblement national,EXD,48.12,Viviane THIVENT / NFP / Les Écologistes,NFP,26.02,Christine BREYTON / ENS / Renaissance,ENS,19.32,True,True,22.099999999999998,
39,011-03,False,72.07,Julien RANCOULE / EXD / Rassemblement national,EXD,44.7,Philippe ANDRIEU / NFP / Parti socialiste,NFP,32.67,,,,True,True,12.030000000000001,
40,012-01,False,73.75,Stéphane MAZARS / ENS / Renaissance,ENS,43.58,Jean-Philippe CHARTIER / EXD / Rassemblement national,EXD,31.48,Léon THEBAULT / NFP / Les Écologistes,NFP,22.74,True,False,12.099999999999998,
41,012-02,False,73.69,Marie-Christine PAROLIN / EXD / Rassemblement national,EXD,33.11,Laurent ALEXANDRE / NFP / La France insoumise,NFP,32.73,Samuel DEGUARA / ENS / Parti radical,ENS,30.55,True,True,0.38000000000000256,<0.5
42,012-03,False,73.58,Pierre-Antoine FEVRE / EXD / À droite ! Les amis d’Éric Ciotti,EXD,35.46,Jean-François ROUSSET / ENS / Renaissance,ENS,32.45,Richard BOUIGUE / NFP / Parti socialiste,NFP,28.81,True,False,3.009999999999998,<5
43,013-01,False,65.91,Monique GRISETI / EXD / Rassemblement national,EXD,45.54,Pascaline LÉCORCHÉ / NFP / Place publique,NFP,26.9,Sabrina AGRESTI-ROUBACHE / ENS / Renaissance,ENS,23.61,True,True,18.64,
44,013-02,False,70.54,Olivier RIOULT / EXD / Rassemblement national,EXD,32.06,Laurent LHARDIT / NFP / Parti socialiste,NFP,28.49,Claire PITOLLAT / ENS / Renaissance,ENS,27.01,True,True,3.570000000000004,<5
45,013-03,False,61.4,Gisèle LELOUIS / EXD / Rassemblement national,EXD,42.75,Amine KESSACI / NFP / Les Écologistes,NFP,35.68,,,,True,True,7.07,
46,013-04,False,59.95,Manuel BOMPARD / NFP / La France insoumise,NFP,67.49,,,,,,,False,False,,
47,013-05,False,67.55,Franck LIQUORI / EXD / Rassemblement national,EXD,25.77,Hendrik DAVI / Parti communiste français,,24.44,Allan POPELARD / NFP / La France insoumise,NFP,23.32,True,False,1.3299999999999983,<2
48,013-06,False,64.09,Olivier FAYSSAT / EXD / À droite ! Les amis d’Éric Ciotti,EXD,38.27,Christine JUSTE / NFP / Les Écologistes,NFP,28.22,Lionel ROYER-PERREAUT / ENS / Renaissance,ENS,25.13,True,True,10.050000000000004,
49,013-07,False,52.36,Sébastien DELOGU / NFP / La France insoumise,NFP,59.67,,,,,,,False,False,,
50,013-08,False,68.33,Romain TONUSSI / EXD / Rassemblement national,EXD,44.63,Jean-Marc ZULESI / ENS / Renaissance,ENS,26.73,Alexandre BEDDOCK / NFP / La France insoumise,NFP,20.07,True,False,17.900000000000002,
51,013-09,False,67.25,Joëlle MÉLIN / EXD / Rassemblement national,EXD,45.2,Bernard OUGOURLOU-OGLOU / NFP / Parti socialiste,NFP,23.76,,,,True,True,21.44,
52,013-10,False,71.38,José GONZALEZ / EXD / Rassemblement national,EXD,48.83,Véronique BOURCET-GINER / ENS / Modem,ENS,21.54,Jimmy BESSAIH / NFP / La France insoumise,NFP,20.8,True,False,27.29,
53,013-11,False,68.98,Hervé FABRE-AUBRESPY / EXD / Rassemblement national,EXD,38.87,Marc PENA / NFP / Parti socialiste,NFP,27.54,Mohamed LAQHILA / ENS / Modem,ENS,26.28,True,True,11.329999999999998,
54,013-12,False,65.87,Franck ALLISIO / EXD / Rassemblement national,EXD,54.07,,,,,,,False,False,,
55,013-13,False,64.07,Emmanuel FOUQUART / EXD / Rassemblement national,EXD,47.53,Pierre DHARRÉVILLE / NFP / Parti communiste français,NFP,36.02,,,,True,True,11.509999999999998,
56,013-14,False,70.24,Gérault VERNY / EXD / À droite ! Les amis d’Éric Ciotti,EXD,31.65,Jean-David CIOT / NFP / Parti socialiste,NFP,29.48,Anne-Laurence PETEL / ENS / Renaissance,ENS,28.91,True,True,2.169999999999998,<5
57,013-15,False,70.57,Romain BAUBRY / EXD / Rassemblement national,EXD,49.48,Wassila AÏDAROUS / NFP / La France insoumise,NFP,20.21,,,,True,True,29.269999999999996,
58,013-16,False,67.14,Emmanuel TACHE DE LA PAGERIE / EXD / Rassemblement national,EXD,47.12,Nicolas KOUKAS / NFP / Parti communiste français,NFP,29.92,,,,True,True,17.199999999999996,
59,014-01,False,72.96,Joël BRUNEAU / Divers droite,,43.11,Emma FOURREAU / NFP / La France insoumise,NFP,34.82,Ludivine DAOUDI / EXD / Rassemblement national,EXD,19.95,True,False,8.29,
60,014-02,False,68.74,Arthur DELAPORTE / NFP / Parti socialiste,NFP,42.34,Josseline LIBAN / EXD / Rassemblement national,EXD,25.84,,,,True,True,16.500000000000004,
61,014-03,False,67.41,Edouard FAUVAGE / EXD / Rassemblement national,EXD,41.09,Jérémie PATRIER-LEITUS / ENS / Horizons,ENS,36.46,,,,True,False,4.630000000000003,<5
62,014-04,False,70.09,Chantal HENRY / EXD / Rassemblement national,EXD,33.65,Christophe BLANCHET / ENS / Modem,ENS,32.8,Pierre MOURARET / NFP / Parti communiste français,NFP,19.78,True,False,0.8500000000000014,<1
63,014-05,False,72.43,Philippe CHAPRON / EXD / Rassemblement national,EXD,31.86,Bertrand BOUYX / ENS / Horizons,ENS,24.59,Thomas DUPONT-FEDERICI / NFP / Les Écologistes,NFP,24.46,True,False,7.27,
64,014-06,False,71.31,Nicolas CALBRIX / EXD / Rassemblement national,EXD,36.26,Elisabeth BORNE / ENS / Renaissance,ENS,28.93,Noé GAUCHARD / NFP / La France insoumise,NFP,23.16,True,False,7.329999999999998,
65,015-01,False,72.8,Vincent DESCOEUR / Divers droite,,37.66,Dorothée GALLAIS / EXD / Rassemblement national,EXD,30.29,Valérie RUEDA / NFP / Parti socialiste,NFP,22.43,True,False,7.369999999999997,
66,015-02,False,70.88,Jean Yves BONY / Divers droite,,34.29,Gilles LACROIX / EXD / Rassemblement national,EXD,33.02,,,,True,False,1.269999999999996,<2
67,016-01,False,67.7,René PILATO / NFP / La France insoumise,NFP,32.8,Thomas MESNIER / ENS / Horizons,ENS,30.3,Marion LATUS / EXD / Rassemblement national,EXD,30.26,True,False,2.4999999999999964,<5
68,016-02,False,68.61,Barthélemy MARTIN / EXD / À droite ! Les amis d’Éric Ciotti,EXD,38.91,Sandra MARSAUD / ENS / Renaissance,ENS,27.39,Carole BALLU / NFP / La France insoumise,NFP,20.34,True,False,11.519999999999996,
69,016-03,False,69.55,Caroline COLOMBIER / EXD / Rassemblement national,EXD,42.95,Virginie LEBRAUD / NFP / Parti socialiste,NFP,25.88,Gwenhaël FRANÇOIS / ENS / Modem,ENS,24.52,True,True,17.070000000000004,
70,017-01,False,69.48,Olivier FALORNI / Parti radical de gauche,,45.64,Jean-Marc SOUBESTE / NFP / Les Écologistes,NFP,29.64,Emma CHAUVEAU / EXD / Rassemblement national,EXD,22.65,True,False,16.0,
71,017-02,False,70.42,Karen BERTHOLOM / EXD / Rassemblement national,EXD,34.41,Benoît BITEAU / NFP / Les Écologistes,NFP,26.94,Anne-Laure BABAULT / ENS / Modem,ENS,25.33,True,True,7.469999999999995,
72,017-03,False,68.93,Stéphane MORIN / EXD / Rassemblement national,EXD,40.85,Fabrice BARUSSEAU / NFP / Parti socialiste,NFP,28.07,Jean-Philippe ARDOUIN / ENS / Renaissance,ENS,27.88,True,True,12.780000000000001,
73,017-04,False,68.8,Pascal MARKOWSKY / EXD / Rassemblement national,EXD,45.21,Raphaël GERARD / ENS / Renaissance,ENS,27.95,,,,True,False,17.26,
74,017-05,False,70.74,Aymeric MONGELOUS / EXD / Rassemblement national,EXD,43.83,Christophe PLASSARD / ENS / Horizons,ENS,32.75,Anne BRACHET / NFP / Parti socialiste,NFP,22.15,True,False,11.079999999999998,
75,018-01,False,66.7,Ugo IANNUZZI / EXD / Rassemblement national,EXD,39.94,François CORMIER-BOULIGEON / ENS / Renaissance,ENS,33.01,Hugo LEFELLE / NFP / Parti socialiste,NFP,25.22,True,False,6.93,
76,018-02,False,64.25,Bastian DUENAS / EXD / Rassemblement national,EXD,40.56,Nicolas SANSU / NFP / Parti communiste français,NFP,29.68,Gabriel BEHAGHEL / ENS / Modem,ENS,20.83,True,True,10.880000000000003,
77,018-03,False,67.1,Pierre GENTILLET / EXD / Rassemblement national,EXD,43.15,Loïc KERVRAN / ENS / Horizons,ENS,31.2,,,,True,False,11.95,
78,019-01,False,74.68,François HOLLANDE / NFP / Parti socialiste,NFP,37.63,Maïtey POUGET / EXD / Rassemblement national,EXD,30.89,Francis DUBOIS / LR / Du courage !,LR,28.64,True,True,6.740000000000002,
79,019-02,False,71.59,Valéry ELOPHE / EXD / Rassemblement national,EXD,36.28,Frédérique MEUNIER / LR / Libres !,LR,35.04,Amandine DEWAELE / NFP / Les Écologistes,NFP,26.63,True,False,1.240000000000002,<2
80,021-01,False,72.69,Océane GODARD / NFP / Parti socialiste,NFP,29.16,Didier MARTIN / ENS / Renaissance,ENS,27.48,Cyline HUMBLOT-CORNILLE / EXD / Rassemblement national,EXD,25.77,True,False,1.6799999999999997,<2
81,021-02,False,70.29,Tatiana GUYENOT / EXD / Rassemblement national,EXD,34.64,Catherine HERVIEU / NFP / Les Écologistes,NFP,27.67,Benoît BORDAT / ENS / Renaissance,ENS,24.65,True,True,6.969999999999999,
82,021-03,False,69.53,Thierry COUDERT / EXD / À droite ! Les amis d’Éric Ciotti,EXD,35.44,Pierre PRIBETICH / NFP / Parti socialiste,NFP,29.59,Fadila KHATTABI / ENS / Renaissance,ENS,23.81,True,True,5.849999999999998,
83,021-04,False,71.8,Sophie DUMONT / EXD / Rassemblement national,EXD,42.24,Hubert BRIGAND / LR / Les Républicains,LR,35.19,Valérie JACQ / NFP / La France insoumise,NFP,20.47,True,False,7.050000000000004,
84,021-05,False,70.74,René LIORET / EXD / Rassemblement national,EXD,45.31,Didier PARIS / ENS / Renaissance,ENS,30.98,Jérôme FLACHE / NFP / Parti communiste français,NFP,19.3,True,False,14.330000000000002,
85,022-01,False,74.2,Mickaël COSSON / ENS / Modem,ENS,32.96,Marion GORGIARD / NFP / La France insoumise,NFP,30.38,Françoise BILLAUD / EXD / Rassemblement national,EXD,25.75,True,False,2.580000000000002,<5
86,022-02,False,74.82,Hervé BERVILLE / ENS / Renaissance,ENS,33.61,Antoine KIEFFER / EXD / Rassemblement national,EXD,30.96,Jérémy DAUPHIN / NFP / Les Écologistes,NFP,25.71,True,False,2.6499999999999986,<5
87,022-03,False,73.35,Corentin LE FUR / LR / Les Républicains,LR,31.96,Odile DE MELLON / EXD / Rassemblement national,EXD,28.57,Antoine RAVARD / NFP / Parti socialiste,NFP,22.92,True,False,3.3900000000000006,<5
88,022-04,False,73.12,Noël LUDE / EXD / Rassemblement national,EXD,34.3,Murielle LEPVRAUD / NFP / La France insoumise,NFP,31.03,Cyril JOBIC / ENS / Renaissance,ENS,30.56,True,True,3.269999999999996,<5
89,022-05,False,74.9,Eric BOTHOREL / ENS / Renaissance,ENS,37.81,Marielle LEMAITRE / NFP / La France insoumise,NFP,30.6,Jean-Yves LE BOULANGER / EXD / Rassemblement national,EXD,29.08,True,False,7.210000000000001,
90,023-01,False,70.63,Bartolomé LENOIR / EXD / À droite ! Les amis d’Éric Ciotti,EXD,33.35,Catherine COUTURIER / NFP / La France insoumise,NFP,23.47,Valérie SIMONET / LR / Nouvelle Énergie pour la France,LR,22.12,True,True,9.880000000000003,
91,024-01,False,70.39,Nadine LECHON / EXD / Rassemblement national,EXD,38.24,Pascale MARTIN / NFP / La France insoumise,NFP,29.42,Clément TONON / ENS / Horizons,ENS,24.3,True,True,8.82,
92,024-02,False,70.07,Serge MULLER / EXD / Rassemblement national,EXD,42.71,Christophe CATHUS / NFP / Parti socialiste,NFP,28.27,Michel DELPON / ENS / Renaissance,ENS,19.58,True,True,14.440000000000001,
93,024-03,False,73.9,Florence JOUBERT / EXD / Rassemblement national,EXD,40.13,Christelle DRUILLOLE / NFP / Parti socialiste,NFP,28.58,Jean-Pierre CUBERTAFON / ENS / Modem,ENS,23.33,True,True,11.550000000000004,
94,024-04,False,73.13,Dominique-Louise MARCHAUDON / EXD / Rassemblement national,EXD,36.01,Sébastien PEYTAVIE / NFP / Génération.s,NFP,34.49,,,,True,True,1.519999999999996,<2
95,025-01,False,70.77,Laurent CROIZIER / ENS / Modem,ENS,33.52,Séverine VEZIES / NFP / La France insoumise,NFP,31.76,Thomas LUTZ / EXD / Rassemblement national,EXD,31.2,True,False,1.7600000000000016,<2
96,025-02,False,72.71,Dominique VOYNET / NFP / Les Écologistes,NFP,34.16,Eric FUSIS / EXD / Rassemblement national,EXD,30.12,Benoît VUILLEMIN / ENS / Renaissance,ENS,26.79,True,True,4.039999999999996,<5
97,025-03,False,68.3,Matthieu BLOCH / EXD / À droite ! Les amis d’Éric Ciotti,EXD,44.35,Nicolas PACQUOT / ENS / Renaissance,ENS,30.22,Virginie DAYET / NFP / Parti communiste français,NFP,21.56,True,False,14.130000000000003,
98,025-04,False,65.59,Géraldine GRANGIER / EXD / Rassemblement national,EXD,47.63,Magali DUVERNOIS / NFP / Parti socialiste,NFP,28.26,Philippe GAUTIER / ENS / Horizons,ENS,20.43,True,True,19.37,
99,025-05,False,69.54,Annie GENEVARD / LR / Les Républicains,LR,35.2,Florianne JEANDENAND / EXD / Rassemblement national,EXD,33.73,,,,True,False,1.470000000000006,<2
100,026-01,False,68.33,Paul CHRISTOPHLE / NFP / Parti socialiste,NFP,32.41,Jean-Paul VALLON / EXD / Rassemblement national,EXD,31.08,,,,True,True,1.3299999999999983,<2
101,026-02,False,68.01,Lisette POLLET / EXD / Rassemblement national,EXD,42.85,Karim CHKERI / NFP / La France insoumise,NFP,22.81,Nicolas MICHEL / ENS / Renaissance,ENS,18.94,True,True,20.040000000000003,
102,026-03,False,74.89,Marie POCHON / NFP / Les Écologistes,NFP,37.96,Adhémar AUTRAND / EXD,EXD,32.26,Lander MARCHIONNI / ENS / Renaissance,ENS,19.09,True,True,5.700000000000003,
103,026-04,False,70.44,Thibaut MONNIER / EXD / Rassemblement national,EXD,38.37,Isabelle PAGANI / NFP / Parti socialiste,NFP,26.27,Emmanuelle ANTHOINE / LR / Les Républicains,LR,23.98,True,True,12.099999999999998,
104,027-01,False,65.51,Christine LOIR / EXD / Rassemblement national,EXD,46.54,Julien CANIN / ENS / Renaissance,ENS,28.51,Christine LE BONTÉ / NFP / Parti socialiste,NFP,21.58,True,False,18.029999999999998,
105,027-02,False,68.34,Katiana LEVAVASSEUR / EXD / Rassemblement national,EXD,43.6,Timour VEYRI / NFP / Parti socialiste,NFP,21.25,,,,True,True,22.35,
106,027-03,False,68.74,Kévin MAUVIEUX / EXD / Rassemblement national,EXD,48.88,Marie TAMARELLE VERHAEGHE / ENS / Renaissance,ENS,21.35,,,,True,False,27.53,
107,027-04,False,67.5,Patrice PAUPER / EXD / Rassemblement national,EXD,41.64,Philippe BRUN / NFP / Parti socialiste,NFP,34.27,,,,True,True,7.369999999999997,
108,027-05,False,67.02,Timothée HOUSSIN / EXD / Rassemblement national,EXD,45.26,Frédéric DUCHÉ / ENS / Horizons,ENS,24.39,Pierre-Yves JOURDAIN / NFP / Les Écologistes,NFP,21.28,True,False,20.869999999999997,
109,028-01,False,68.27,Emma MINOT / EXD / Rassemblement national,EXD,33.66,Guillaume KASBARIAN / ENS / Renaissance,ENS,32.89,Jean-François BRIDET / NFP / Les Écologistes,NFP,24.05,True,False,0.769999999999996,<1
110,028-02,False,63.13,Olivier DUBOIS / EXD / Rassemblement national,EXD,38.33,Olivier MARLEIX / LR / Les Républicains,LR,25.92,Nadia FAVERIS / NFP / Parti socialiste,NFP,25.59,True,False,12.409999999999997,
111,028-03,False,65.66,Christophe BAY / EXD / Rassemblement national,EXD,42.41,Harold HUWART / ENS / Parti radical,ENS,36.35,,,,True,False,6.059999999999995,
112,028-04,False,66.51,Roger PECOUT / EXD / À droite ! Les amis d’Éric Ciotti,EXD,43.15,Philippe VIGIER / ENS / Modem,ENS,39.44,,,,True,False,3.710000000000001,<5
113,029-01,False,75.36,Annaïg LE MEUR / ENS / Renaissance,ENS,33.0,Grégory LEBERT / NFP / Les Écologistes,NFP,32.83,Christel HÉNAFF / EXD / Rassemblement national,EXD,23.67,True,False,0.1700000000000017,<0.5
114,029-02,False,69.8,Pierre-Yves CADALEN / NFP / La France insoumise,NFP,35.28,Denis KERVELLA / EXD / Rassemblement national,EXD,22.58,Jean-Charles LARSONNEUR / Alliance centriste,,18.48,True,True,12.700000000000003,
115,029-03,False,73.54,Didier LE GAC / ENS / Renaissance,ENS,38.92,Martine DONVAL / EXD / Rassemblement national,EXD,27.74,Pierre SMOLARZ / NFP / La France insoumise,NFP,26.91,True,False,11.180000000000003,
116,029-04,False,73.5,Sylvaine VULPIANI / NFP / Génération.s,NFP,30.92,Sandrine LE FEUR / ENS / Renaissance,ENS,30.63,Tony BIHOUEE / EXD / Rassemblement national,EXD,25.86,True,False,0.2900000000000027,<0.5
117,029-05,False,73.64,Graziella MELCHIOR / ENS / Renaissance,ENS,30.3,Gladys GRELAUD / NFP / Parti communiste français,NFP,27.22,Renée THOMAÏDIS / EXD / Rassemblement national,EXD,26.53,True,False,3.080000000000002,<5
118,029-06,False,73.08,Mélanie THOMIN / NFP / Parti socialiste,NFP,37.88,Patrick LE FUR / EXD / Rassemblement national,EXD,30.21,Erwan CROUAN / ENS / Modem,ENS,27.99,True,True,7.670000000000002,
119,029-07,False,74.76,Jugdeep HARVINDER / NFP / La France insoumise,NFP,31.06,Liliana TANGUY / ENS / Renaissance,ENS,30.66,Annick ALANOU / EXD / Rassemblement national,EXD,26.1,True,False,0.3999999999999986,<0.5
120,029-08,False,72.62,Christian PEREZ / EXD / Rassemblement national,EXD,30.8,Erwan BALANANT / ENS / Modem,ENS,27.76,,,,True,False,3.039999999999999,<5
121,02A-01,False,64.47,Ariane QUARENA / EXD / Rassemblement national,EXD,31.2,Laurent MARCANGELI / ENS / Horizons,ENS,30.7,,,,True,False,0.5,<1
122,02A-02,False,63.4,François FILONI / EXD / Rassemblement national,EXD,35.1,Paul-André COLOMBANI / Régions et peuples solidaires,,26.45,,,,True,False,8.650000000000002,
123,02B-01,False,62.07,Michel CASTELLANI / Régions et peuples solidaires,,31.74,Jean-Michel MARCHAL / EXD / Rassemblement national,EXD,28.8,,,,True,False,2.9399999999999977,<5
124,02B-02,False,66.51,François-Xavier CECCOLI / Divers droite,,34.05,Jean-Félix ACQUAVIVA / Régions et peuples solidaires,,28.63,Sylvie JOUART / EXD / Rassemblement national,EXD,25.42,True,False,5.419999999999998,
125,030-01,False,64.11,Yoann GILLET / EXD / Rassemblement national,EXD,43.91,Charles MENARD / NFP / La France insoumise,NFP,29.54,Valérie ROUVERAND / ENS / Renaissance,ENS,20.1,True,True,14.369999999999997,
126,030-02,False,69.93,Nicolas MEIZONNET / EXD / Rassemblement national,EXD,52.22,,,,,,,False,False,,
127,030-03,False,70.93,Pascale BORDES / EXD / Rassemblement national,EXD,47.48,Sabine OROMI / NFP / Parti communiste français,NFP,22.91,Christian BAUME / ENS / Horizons,ENS,19.21,True,True,24.569999999999997,
128,030-04,False,69.66,Pierre MEURIN / EXD / Rassemblement national,EXD,48.69,Arnaud BORD / NFP / Parti socialiste,NFP,27.38,,,,True,True,21.31,
129,030-05,False,70.33,Alexandre ALLEGRET-PILOT / EXD / À droite ! Les amis d’Éric Ciotti,EXD,41.01,Michel SALA / NFP / La France insoumise,NFP,33.03,,,,True,True,7.979999999999997,
130,030-06,False,66.27,Sylvie JOSSERAND / EXD / Rassemblement national,EXD,42.07,Nicolas CADÈNE / NFP / Les Écologistes,NFP,28.77,Aurélien COLSON / ENS / Modem,ENS,20.73,True,True,13.3,
131,031-01,False,71.54,Hadrien CLOUET / NFP / La France insoumise,NFP,45.52,Elodie HOBET / ENS / Renaissance,ENS,27.1,Lola CHAMBELIN / EXD / Rassemblement national,EXD,21.32,True,False,18.42,
132,031-02,False,72.42,Anne STAMBACH-TERRENOIR / NFP / La France insoumise,NFP,40.53,Jean-Luc LAGLEIZE / ENS / Modem,ENS,27.91,Frank KHALIFA / EXD / Rassemblement national,EXD,26.41,True,False,12.620000000000001,
133,031-03,False,75.76,Agathe ROBY / NFP / La France insoumise,NFP,34.58,Corinne VIGNON / ENS / Renaissance,ENS,33.2,Stéphanie ALARCON / EXD / Rassemblement national,EXD,21.38,True,False,1.3799999999999955,<2
134,031-04,False,70.25,François PIQUEMAL / NFP / La France insoumise,NFP,53.39,,,,,,,False,False,,
135,031-05,False,71.94,Julien LEONARDELLI / EXD / Rassemblement national,EXD,39.52,Jean-François PORTARRIEU / ENS / Horizons,ENS,29.43,Sylvie ESPAGNOLLE / NFP / La France insoumise,NFP,27.66,True,False,10.090000000000003,
